id,name,type,organ,ontology_id
ASCTB-TEMP:deep-parotid-gland-capillary,deep parotid gland capillary,AS,blood_vasculature,ASCTB-TEMP:deep-parotid-gland-capillary
CL:0000071$$250,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:0002144$$251,capillary endothelial cell,CT,blood_vasculature,CL:0002144
UBERON:8600101,descending palatine artery,AS,blood_vasculature,UBERON:8600101
CL:0000071$$252,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$253,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$254,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$255,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0006664,greater palatine artery,AS,blood_vasculature,UBERON:0006664
CL:0000071$$256,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$257,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$258,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$259,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:palatine-gland-arteriole,palatine gland arteriole,AS,blood_vasculature,ASCTB-TEMP:palatine-gland-arteriole
CL:0000071$$260,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000412$$261,endothelial cell of arteriole,CT,blood_vasculature,CL:1000412
CL:0000057$$262,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$263,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:palatine-gland-capillary,palatine gland capillary,AS,blood_vasculature,ASCTB-TEMP:palatine-gland-capillary
CL:0000071$$264,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:0002144$$265,capillary endothelial cell,CT,blood_vasculature,CL:0002144
FMA:49796,Lesser palatine artery,AS,blood_vasculature,FMA:49796
CL:0000071$$266,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$267,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$268,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$269,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0014693,inferior alveolar artery,AS,blood_vasculature,UBERON:0014693
CL:0000071$$270,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$271,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$272,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$273,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:49699,Dental branch of inferior alveolar artery,AS,blood_vasculature,FMA:49699
CL:0000071$$274,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$275,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$276,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$277,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:periodontal-ligament-arteriole,periodontal ligament arteriole,AS,blood_vasculature,ASCTB-TEMP:periodontal-ligament-arteriole
CL:0000071$$278,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000412$$279,endothelial cell of arteriole,CT,blood_vasculature,CL:1000412
CL:0000057$$280,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$281,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:8600086,incisor artery,AS,blood_vasculature,UBERON:8600086
CL:0000071$$282,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$283,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$284,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$285,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:interdental-septa-arteriole,interdental septa arteriole,AS,blood_vasculature,ASCTB-TEMP:interdental-septa-arteriole
CL:0000071$$286,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000412$$287,endothelial cell of arteriole,CT,blood_vasculature,CL:1000412
CL:0000057$$288,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$289,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:lingual-branch-of-inferior-alveolar-artery,lingual branch of inferior alveolar artery,AS,blood_vasculature,ASCTB-TEMP:lingual-branch-of-inferior-alveolar-artery
CL:0000071$$290,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$291,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$292,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$293,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:mandibular-pulp-arteriole,mandibular pulp arteriole,AS,blood_vasculature,ASCTB-TEMP:mandibular-pulp-arteriole
CL:0000071$$294,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000412$$295,endothelial cell of arteriole,CT,blood_vasculature,CL:1000412
CL:0000057$$296,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$297,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:mandibular-pulp-capillary,mandibular pulp capillary,AS,blood_vasculature,ASCTB-TEMP:mandibular-pulp-capillary
CL:0000071$$298,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:0002144$$299,capillary endothelial cell,CT,blood_vasculature,CL:0002144
UBERON:0001617,mental artery,AS,blood_vasculature,UBERON:0001617
CL:0000071$$300,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$301,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$302,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$303,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:49702,Mylohyoid artery,AS,blood_vasculature,FMA:49702
CL:0000071$$304,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$305,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$306,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$307,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:supraperiosteal-arteriole,supraperiosteal arteriole,AS,blood_vasculature,ASCTB-TEMP:supraperiosteal-arteriole
CL:0000071$$308,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000412$$309,endothelial cell of arteriole,CT,blood_vasculature,CL:1000412
CL:0000057$$310,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$311,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:inferior-gingival-plexus,inferior gingival plexus,AS,blood_vasculature,ASCTB-TEMP:inferior-gingival-plexus
CL:0000071$$312,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:0002144$$313,capillary endothelial cell,CT,blood_vasculature,CL:0002144
UBERON:0004646,infraorbital artery,AS,blood_vasculature,UBERON:0004646
CL:0000071$$314,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$315,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$316,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$317,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:49771,Anterior superior alveolar artery,AS,blood_vasculature,FMA:49771
CL:0000071$$318,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$319,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$320,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$321,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0013648,masseteric artery,AS,blood_vasculature,UBERON:0013648
CL:0000071$$322,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$323,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$324,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$325,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0010250,middle meningeal artery,AS,blood_vasculature,UBERON:0010250
CL:0000071$$326,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$327,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$328,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$329,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:0327481,Pharyngeal branch of the maxillary artery,AS,blood_vasculature,FMA:0327481
CL:0000071$$330,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$331,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$332,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$333,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:49746,Posterior deep temporal artery,AS,blood_vasculature,FMA:49746
CL:0000071$$334,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$335,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$336,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$337,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0018397,posterior superior alveolar artery,AS,blood_vasculature,UBERON:0018397
CL:0000071$$338,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$339,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$340,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$341,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:alveolar-mucosa-arteriole,alveolar mucosa arteriole,AS,blood_vasculature,ASCTB-TEMP:alveolar-mucosa-arteriole
CL:0000071$$342,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000412$$343,endothelial cell of arteriole,CT,blood_vasculature,CL:1000412
CL:0000057$$344,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$345,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:alveolar-mucosa-capillary,alveolar mucosa capillary,AS,blood_vasculature,ASCTB-TEMP:alveolar-mucosa-capillary
CL:0000071$$346,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:0002144$$347,capillary endothelial cell,CT,blood_vasculature,CL:0002144
ASCTB-TEMP:maxillary-pulp-arteriole,maxillary pulp arteriole,AS,blood_vasculature,ASCTB-TEMP:maxillary-pulp-arteriole
CL:0000071$$348,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000412$$349,endothelial cell of arteriole,CT,blood_vasculature,CL:1000412
CL:0000057$$350,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$351,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:maxillary-pulp-capillary,maxillary pulp capillary,AS,blood_vasculature,ASCTB-TEMP:maxillary-pulp-capillary
CL:0000071$$352,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:0002144$$353,capillary endothelial cell,CT,blood_vasculature,CL:0002144
ASCTB-TEMP:superior-gingival-plexus,superior gingival plexus,AS,blood_vasculature,ASCTB-TEMP:superior-gingival-plexus
CL:0000071$$354,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:0002144$$355,capillary endothelial cell,CT,blood_vasculature,CL:0002144
FMA:49751,Pterygoid branch of maxillary artery,AS,blood_vasculature,FMA:49751
CL:0000071$$356,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$357,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$358,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$359,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:49804,Sphenopalatine artery,AS,blood_vasculature,FMA:49804
CL:0000071$$360,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$361,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$362,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$363,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:posterior-lateral-nasal-branch-of-sphenopalatine-artery,posterior lateral nasal branch of sphenopalatine artery,AS,blood_vasculature,ASCTB-TEMP:posterior-lateral-nasal-branch-of-sphenopalatine-artery
CL:0000071$$364,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$365,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$366,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$367,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:49809,Posterior septal branch of sphenopalatine artery,AS,blood_vasculature,FMA:49809
CL:0000071$$368,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$369,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$370,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$371,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0001613,occipital artery,AS,blood_vasculature,UBERON:0001613
CL:0000071$$372,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$373,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$374,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$375,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:49602,Auricular branch of occipital artery,AS,blood_vasculature,FMA:49602
CL:0000071$$376,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$377,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$378,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$379,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:49608,Descending branch of occipital artery,AS,blood_vasculature,FMA:49608
CL:0000071$$380,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$381,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$382,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$383,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:49599,Mastoid artery,AS,blood_vasculature,FMA:49599
CL:0000071$$384,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$385,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$386,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$387,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:49618,Meningeal branch of occipital artery,AS,blood_vasculature,FMA:49618
CL:0000071$$388,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$389,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$390,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$391,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:49621,Muscular branch of occipital artery,AS,blood_vasculature,FMA:49621
CL:0000071$$392,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$393,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$394,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$395,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:49477,Sternocleidomastoid artery,AS,blood_vasculature,FMA:49477
CL:0000071$$396,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$397,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$398,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$399,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:stylomastoid-branch-of-occipital-artery,stylomastoid branch of occipital artery,AS,blood_vasculature,ASCTB-TEMP:stylomastoid-branch-of-occipital-artery
CL:0000071$$400,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$401,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$402,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$403,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0014694,posterior auricular artery,AS,blood_vasculature,UBERON:0014694
CL:0000071$$404,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$405,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$406,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$407,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:49641,Auricular branch of posterior auricular artery,AS,blood_vasculature,FMA:49641
CL:0000071$$408,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$409,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$410,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$411,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:49644,Occipital branch of posterior auricular artery,AS,blood_vasculature,FMA:49644
CL:0000071$$412,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$413,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$414,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$415,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:49647,Parotid branch of posterior auricular artery,AS,blood_vasculature,FMA:49647
CL:0000071$$416,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$417,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$418,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$419,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:49631,Posterior tympanic artery,AS,blood_vasculature,FMA:49631
CL:0000071$$420,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$421,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$422,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$423,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0006345,stapedial artery,AS,blood_vasculature,UBERON:0006345
CL:0000071$$424,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$425,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$426,fibroblast,CT,blood_vasculature,CL:0000057
